date,geoRegion,location,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202121,VD,pharmacy,3722,location,814762,15230,NA,0.069,6.9,3.4000000000000004,0.46,1.87,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,VD,pharmacy,4806,location,814762,20036,NA,0.075,7.5,3.9,0.59,2.46,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,VD,pharmacy,4392,location,814762,24428,NA,0.072,7.199999999999999,4.3,0.54,3,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,VD,pharmacy,3694,location,814762,28122,NA,0.068,6.800000000000001,4.5,0.45,3.45,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,VD,pharmacy,3119,location,814762,31241,NA,0.062,6.2,4.6,0.38,3.83,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,VD,pharmacy,3556,location,814762,34797,NA,0.07,7.000000000000001,4.8,0.44,4.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,VD,pharmacy,2932,location,814762,37729,NA,0.064,6.4,4.9,0.36,4.63,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,VD,pharmacy,1985,location,814762,39714,NA,0.052,5.2,4.9,0.24,4.87,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,VD,pharmacy,1647,location,814762,41361,NA,0.06,6,4.9,0.2,5.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,VD,pharmacy,1411,location,814762,42772,NA,0.066,6.6000000000000005,5,0.17,5.25,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,VD,pharmacy,1338,location,814762,44110,NA,0.09,9,5,0.16,5.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,VD,pharmacy,1817,location,814762,45927,NA,0.117,11.700000000000001,5.1,0.22,5.64,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,VD,pharmacy,1854,location,814762,47781,NA,0.115,11.5,5.3,0.23,5.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,VD,pharmacy,1593,location,814762,49374,NA,0.104,10.4,5.3,0.2,6.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,VD,pharmacy,1507,location,814762,50881,NA,0.102,10.2,5.4,0.18,6.24,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,VD,pharmacy,1809,location,814762,52690,NA,0.113,11.3,5.5,0.22,6.47,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,VD,pharmacy,2679,location,814762,55369,NA,0.121,12.1,5.7,0.33,6.8,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,VD,pharmacy,2109,location,814762,57478,NA,0.13,13,5.800000000000001,0.26,7.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,VD,pharmacy,2310,location,814762,59788,NA,0.145,14.499999999999998,5.8999999999999995,0.28,7.34,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,VD,pharmacy,1887,location,814762,61675,NA,0.132,13.200000000000001,6,0.23,7.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,VD,pharmacy,2260,location,814762,63935,NA,0.14,14.000000000000002,6.2,0.28,7.85,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,VD,pharmacy,1996,location,814762,65931,NA,0.157,15.7,6.3,0.24,8.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,VD,pharmacy,1402,location,814762,67333,NA,0.15,15,6.3,0.17,8.26,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,VD,pharmacy,1160,location,814762,68493,NA,0.139,13.900000000000002,6.4,0.14,8.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,VD,hospital,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,VD,hospital,66,location,814762,66,NA,0.006,0.6,0.2,0.01,0.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,VD,hospital,89,location,814762,155,NA,0.006,0.6,0.3,0.01,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,VD,hospital,35,location,814762,190,NA,0.003,0.3,0.3,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,VD,hospital,0,location,814762,190,NA,0,0,0.2,0,0.02,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,VD,hospital,66,location,814762,256,NA,0.006,0.6,0.3,0.01,0.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,VD,hospital,91,location,814762,347,NA,0.009,0.8999999999999999,0.3,0.01,0.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,VD,hospital,30,location,814762,377,NA,0.002,0.2,0.3,0,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,VD,hospital,0,location,814762,377,NA,0,0,0.3,0,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,VD,hospital,0,location,814762,377,NA,0,0,0.2,0,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,VD,hospital,0,location,814762,377,NA,0,0,0.2,0,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,VD,hospital,0,location,814762,377,NA,0,0,0.2,0,0.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,VD,hospital,87,location,814762,464,NA,0.003,0.3,0.2,0.01,0.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,VD,hospital,103,location,814762,567,NA,0.003,0.3,0.2,0.01,0.07,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,VD,hospital,111,location,814762,678,NA,0.003,0.3,0.2,0.01,0.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,VD,hospital,0,location,814762,678,NA,0,0,0.2,0,0.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,VD,hospital,30,location,814762,708,NA,0.001,0.1,0.2,0,0.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,VD,hospital,85,location,814762,793,NA,0.002,0.2,0.2,0.01,0.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,VD,hospital,168,location,814762,961,NA,0.003,0.3,0.2,0.02,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,VD,hospital,11,location,814762,972,NA,0,0,0.2,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,VD,hospital,11,location,814762,983,NA,0,0,0.2,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,VD,hospital,12,location,814762,995,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,VD,hospital,0,location,814762,995,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,VD,hospital,10,location,814762,1005,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,VD,hospital,13,location,814762,1018,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,VD,hospital,0,location,814762,1018,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,VD,hospital,0,location,814762,1018,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,VD,hospital,0,location,814762,1018,NA,0,0,0.1,0,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,VD,hospital,2,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,VD,hospital,0,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,VD,hospital,0,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,VD,hospital,0,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,VD,hospital,0,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,VD,hospital,0,location,814762,1020,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,VD,hospital,12,location,814762,1032,NA,0.001,0.1,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,VD,hospital,0,location,814762,1032,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,VD,hospital,0,location,814762,1032,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,VD,hospital,0,location,814762,1032,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,VD,hospital,0,location,814762,1032,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,VD,hospital,0,location,814762,1032,NA,0,0,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,VD,hospital,7,location,814762,1039,NA,0.001,0.1,0.1,0,0.13,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,VD,other,0,location,814762,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,VD,other,216,location,814762,216,NA,0.017,1.7000000000000002,0.3,0.03,0.03,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,VD,other,591,location,814762,807,NA,0.048,4.8,1,0.07,0.1,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,VD,other,614,location,814762,1421,NA,0.053,5.3,1.5,0.08,0.17,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,VD,other,443,location,814762,1864,NA,0.041,4.1000000000000005,1.7999999999999998,0.05,0.23,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,VD,other,539,location,814762,2403,NA,0.029,2.9000000000000004,2,0.07,0.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,VD,other,721,location,814762,3124,NA,0.037,3.6999999999999997,2.1999999999999997,0.09,0.38,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,VD,other,348,location,814762,3472,NA,0.021,2.1,2.1999999999999997,0.04,0.43,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,VD,other,390,location,814762,3862,NA,0.025,2.5,2.1999999999999997,0.05,0.47,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,VD,other,350,location,814762,4212,NA,0.02,2,2.1999999999999997,0.04,0.52,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,VD,other,59,location,814762,4271,NA,0.002,0.2,1.9,0.01,0.52,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,VD,other,53,location,814762,4324,NA,0.001,0.1,1.7000000000000002,0.01,0.53,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,VD,other,186,location,814762,4510,NA,0.004,0.4,1.5,0.02,0.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,VD,other,325,location,814762,4835,NA,0.008,0.8,1.4000000000000001,0.04,0.59,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,VD,other,2448,location,814762,7283,NA,0.048,4.8,1.7999999999999998,0.3,0.89,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,VD,other,3039,location,814762,10322,NA,0.056,5.6000000000000005,2.3,0.37,1.27,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,VD,other,4316,location,814762,14638,NA,0.067,6.7,2.9000000000000004,0.53,1.8,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,VD,other,3187,location,814762,17825,NA,0.052,5.2,3.1,0.39,2.19,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,VD,other,4609,location,814762,22434,NA,0.085,8.5,3.5999999999999996,0.57,2.75,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,VD,other,4387,location,814762,26821,NA,0.087,8.7,4,0.54,3.29,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,VD,other,4192,location,814762,31013,NA,0.083,8.3,4.3,0.51,3.81,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,VD,other,3014,location,814762,34027,NA,0.066,6.6000000000000005,4.3999999999999995,0.37,4.18,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,VD,other,2921,location,814762,36948,NA,0.077,7.7,4.5,0.36,4.53,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,VD,other,2309,location,814762,39257,NA,0.084,8.4,4.7,0.28,4.82,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,VD,other,504,location,814762,39761,NA,0.023,2.3,4.6,0.06,4.88,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,VD,other,65,location,814762,39826,NA,0.004,0.4,4.5,0.01,4.89,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,VD,other,17,location,814762,39843,NA,0.001,0.1,4.5,0,4.89,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,VD,other,51,location,814762,39894,NA,0.003,0.3,4.3999999999999995,0.01,4.9,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,VD,other,54,location,814762,39948,NA,0.004,0.4,4.3,0.01,4.9,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,VD,other,42,location,814762,39990,NA,0.003,0.3,4.3,0.01,4.91,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,VD,other,301,location,814762,40291,NA,0.019,1.9,4.2,0.04,4.95,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,VD,other,2326,location,814762,42617,NA,0.105,10.5,4.3999999999999995,0.29,5.23,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,VD,other,1073,location,814762,43690,NA,0.066,6.6000000000000005,4.3999999999999995,0.13,5.36,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,VD,other,831,location,814762,44521,NA,0.052,5.2,4.3999999999999995,0.1,5.46,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,VD,other,429,location,814762,44950,NA,0.03,3,4.3999999999999995,0.05,5.52,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,VD,other,260,location,814762,45210,NA,0.016,1.6,4.3999999999999995,0.03,5.55,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,VD,other,167,location,814762,45377,NA,0.013,1.3,4.3,0.02,5.57,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,VD,other,266,location,814762,45643,NA,0.028,2.8000000000000003,4.3,0.03,5.6,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,VD,other,960,location,814762,46603,NA,0.115,11.5,4.3999999999999995,0.12,5.72,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,VS,vaccination_centre,0,location,348503,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,VS,vaccination_centre,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,VS,vaccination_centre,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,VS,vaccination_centre,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,VS,vaccination_centre,202,location,348503,202,NA,0.046,4.6,2.3,0.06,0.06,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,VS,vaccination_centre,230,location,348503,432,NA,0.045,4.5,3.1,0.07,0.12,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,VS,vaccination_centre,373,location,348503,805,NA,0.092,9.2,4.3999999999999995,0.11,0.23,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,VS,vaccination_centre,431,location,348503,1236,NA,0.124,12.4,5.7,0.12,0.35,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,VS,vaccination_centre,721,location,348503,1957,NA,0.119,11.899999999999999,7.1,0.21,0.56,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,VS,vaccination_centre,788,location,348503,2745,NA,0.108,10.8,7.9,0.23,0.79,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,VS,vaccination_centre,663,location,348503,3408,NA,0.097,9.700000000000001,8.200000000000001,0.19,0.98,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,VS,vaccination_centre,931,location,348503,4339,NA,0.129,12.9,8.9,0.27,1.25,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,VS,vaccination_centre,573,location,348503,4912,NA,0.119,11.899999999999999,9.1,0.16,1.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,VS,vaccination_centre,1047,location,348503,5959,NA,0.117,11.700000000000001,9.5,0.3,1.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,VS,vaccination_centre,1321,location,348503,7280,NA,0.145,14.499999999999998,10.100000000000001,0.38,2.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,VS,vaccination_centre,1431,location,348503,8711,NA,0.232,23.200000000000003,11.200000000000001,0.41,2.5,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,VS,vaccination_centre,1765,location,348503,10476,NA,0.173,17.299999999999997,11.899999999999999,0.51,3.01,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,VS,vaccination_centre,4438,location,348503,14914,NA,0.302,30.2,14.499999999999998,1.27,4.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,VS,vaccination_centre,5118,location,348503,20032,NA,0.323,32.300000000000004,16.900000000000002,1.47,5.75,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,VS,vaccination_centre,6895,location,348503,26927,NA,0.413,41.3,19.900000000000002,1.98,7.73,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,VS,vaccination_centre,8112,location,348503,35039,NA,0.528,52.800000000000004,23.200000000000003,2.33,10.05,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,VS,vaccination_centre,12066,location,348503,47105,NA,0.496,49.6,26.900000000000002,3.46,13.52,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,VS,vaccination_centre,11651,location,348503,58756,NA,0.5,50,29.599999999999998,3.34,16.86,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,VS,vaccination_centre,10591,location,348503,69347,NA,0.537,53.7,31.8,3.04,19.9,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,VS,vaccination_centre,13287,location,348503,82634,NA,0.567,56.699999999999996,34.2,3.81,23.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202124,VS,vaccination_centre,15244,location,348503,97878,NA,0.636,63.6,36.9,4.37,28.09,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202125,VS,vaccination_centre,12729,location,348503,110607,NA,0.681,68.10000000000001,38.9,3.65,31.74,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202126,VS,vaccination_centre,7289,location,348503,117896,NA,0.56,56.00000000000001,39.7,2.09,33.83,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202127,VS,vaccination_centre,6737,location,348503,124633,NA,0.554,55.400000000000006,40.300000000000004,1.93,35.76,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202128,VS,vaccination_centre,8189,location,348503,132822,NA,0.695,69.5,41.3,2.35,38.11,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202129,VS,vaccination_centre,7363,location,348503,140185,NA,0.697,69.69999999999999,42.3,2.11,40.22,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202130,VS,vaccination_centre,3989,location,348503,144174,NA,0.638,63.800000000000004,42.699999999999996,1.14,41.37,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202131,VS,vaccination_centre,3233,location,348503,147407,NA,0.626,62.6,43,0.93,42.3,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202132,VS,vaccination_centre,3091,location,348503,150498,NA,0.651,65.10000000000001,43.3,0.89,43.18,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202133,VS,vaccination_centre,4270,location,348503,154768,NA,0.693,69.3,43.7,1.23,44.41,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202134,VS,vaccination_centre,4549,location,348503,159317,NA,0.708,70.8,44.2,1.31,45.71,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202135,VS,vaccination_centre,4175,location,348503,163492,NA,0.665,66.5,44.6,1.2,46.91,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202136,VS,vaccination_centre,4763,location,348503,168255,NA,0.686,68.60000000000001,45,1.37,48.28,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202137,VS,vaccination_centre,6263,location,348503,174518,NA,0.687,68.7,45.6,1.8,50.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202138,VS,vaccination_centre,5363,location,348503,179881,NA,0.635,63.5,46,1.54,51.62,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202139,VS,vaccination_centre,4981,location,348503,184862,NA,0.636,63.6,46.300000000000004,1.43,53.04,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202140,VS,vaccination_centre,4604,location,348503,189466,NA,0.704,70.39999999999999,46.7,1.32,54.37,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202141,VS,vaccination_centre,4524,location,348503,193990,NA,0.731,73.1,47.099999999999994,1.3,55.66,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202142,VS,vaccination_centre,3799,location,348503,197789,NA,0.732,73.2,47.4,1.09,56.75,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202143,VS,vaccination_centre,2970,location,348503,200759,NA,0.697,69.69999999999999,47.599999999999994,0.85,57.61,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202144,VS,vaccination_centre,1660,location,348503,202419,NA,0.757,75.7,47.8,0.48,58.08,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202052,VS,nursing_home,0,location,348503,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202053,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202101,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202102,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202103,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202104,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202105,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202106,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202107,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202108,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202109,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202110,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202111,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202112,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202113,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202114,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202115,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202116,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202117,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202118,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202119,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202120,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202121,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202122,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
202123,VS,nursing_home,0,location,348503,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-11-10_08-01-30,detailed
